Federal organization,Fiscal year,GHG source,GHG scope,Energy use (GJ),Emissions (kt),Energy use category,Data_present
National Research Council Canada,2022-23,facilities,2,37737,3,Moderate,True
National Research Council Canada,2022-23,facilities,2,468181,9,Moderate,True
National Research Council Canada,2022-23,facilities,1,9372,0,Low,True
National Research Council Canada,2022-23,facilities,1,467474,23,Moderate,True
National Research Council Canada,2022-23,fleet,1,2288,0,Low,True
National Research Council Canada,2022-23,facilities,1,5353,0,Low,True
Natural Resources Canada,2022-23,fleet,1,110,0,Low,True
Natural Resources Canada,2022-23,facilities,1,208,0,Low,True
Natural Resources Canada,2022-23,facilities,2,760,0,Low,True
Natural Resources Canada,2022-23,fleet,1,1549,0,Low,True
Natural Resources Canada,2022-23,facilities,2,10462,0,Moderate,True
Natural Resources Canada,2022-23,facilities,2,171367,4,Moderate,True
Natural Resources Canada,2022-23,facilities,1,8765,0,Low,True
Natural Resources Canada,2022-23,facilities,1,258127,13,Moderate,True
Natural Resources Canada,2022-23,fleet,1,9876,0,Low,True
Natural Resources Canada,2022-23,facilities,1,548,0,Low,True
Parks Canada,2022-23,fleet,1,79321,5,Moderate,True
Parks Canada,2022-23,facilities,1,12031,0,Moderate,True
Parks Canada,2022-23,fleet,1,72122,5,Moderate,True
Parks Canada,2022-23,facilities,2,193648,7,Moderate,True
Parks Canada,2022-23,facilities,1,44436,3,Moderate,True
Parks Canada,2022-23,facilities,1,115004,5,Moderate,True
Parks Canada,2022-23,fleet,1,75700,5,Moderate,True
Parks Canada,2022-23,facilities,1,51138,3,Moderate,True
Public Health Agency of Canada,2022-23,facilities,1,908,0,Low,True
Public Health Agency of Canada,2022-23,facilities,2,75969,0,Moderate,True
Public Health Agency of Canada,2022-23,facilities,1,70,0,Low,True
Public Health Agency of Canada,2022-23,facilities,1,137182,6,Moderate,True
Public Safety Canada,2022-23,facilities,1,1587,0,Low,True
Public Safety Canada,2022-23,facilities,2,86140,0,Moderate,True
Public Safety Canada,2022-23,facilities,1,74054,3,Moderate,True
Public Safety Canada,2022-23,fleet,1,204,0,Low,True
Public Services and Procurement Canada,2022-23,fleet,1,177,0,Low,True
Public Services and Procurement Canada,2022-23,facilities,1,880,0,Low,True
Public Services and Procurement Canada,2022-23,facilities,2,313092,0,Moderate,True
Public Services and Procurement Canada,2022-23,facilities,2,66075,5,Moderate,True
Public Services and Procurement Canada,2022-23,facilities,2,429163,35,Moderate,True
Public Services and Procurement Canada,2022-23,fleet,1,2359,0,Low,True
Public Services and Procurement Canada,2022-23,facilities,2,2451698,17,High,True
Public Services and Procurement Canada,2022-23,facilities,1,63105,4,Moderate,True
Public Services and Procurement Canada,2022-23,facilities,1,877227,44,Moderate,True
Public Services and Procurement Canada,2022-23,fleet,1,7758,0,Low,True
Public Services and Procurement Canada,2022-23,facilities,1,8972,0,Low,True
Royal Canadian Mounted Police,2022-23,fleet,1,182,0,Low,True
Royal Canadian Mounted Police,2022-23,facilities,1,47492,3,Moderate,True
Royal Canadian Mounted Police,2022-23,fleet,1,150,0,Low,True
Royal Canadian Mounted Police,2022-23,facilities,2,454027,31,Moderate,True
Royal Canadian Mounted Police,2022-23,facilities,1,0,0,Low,True
Royal Canadian Mounted Police,2022-23,facilities,1,37260,2,Moderate,True
Royal Canadian Mounted Police,2022-23,facilities,1,466954,23,Moderate,True
Royal Canadian Mounted Police,2022-23,fleet,1,9350,0,Low,True
Royal Canadian Mounted Police,2022-23,facilities,1,66028,4,Moderate,True
Royal Canadian Mounted Police,2022-23,fleet,1,0,0,Low,True
Shared Services Canada,2022-23,facilities,1,684,0,Low,True
Shared Services Canada,2022-23,fleet,1,30,0,Low,True
Shared Services Canada,2022-23,facilities,2,62392,0,Moderate,True
Shared Services Canada,2022-23,fleet,1,26,0,Low,True
Shared Services Canada,2022-23,facilities,1,3709,0,Low,True
Shared Services Canada,2022-23,fleet,1,3508,0,Low,True
Transport Canada,2022-23,fleet,1,128134,8,Moderate,True
Transport Canada,2022-23,facilities,1,4922,0,Low,True
Transport Canada,2022-23,fleet,1,592600,41,Moderate,True
Transport Canada,2022-23,facilities,2,114546,1,Moderate,True
Transport Canada,2022-23,facilities,1,17335,1,Moderate,True
Transport Canada,2022-23,facilities,1,21416,1,Moderate,True
Transport Canada,2022-23,fleet,1,20859,1,Moderate,True
Transport Canada,2022-23,facilities,1,2522,0,Low,True
Transport Canada,2022-23,fleet,1,15,0,Low,True
